,id_x,type,startTime,endTime,duration,success,failure,parent,next,previous,object_acted_on,object_type,bodyPartsUsed,arm,grasp,effort,id_y,action_task_id,t_x,t_y,t_z,q_x,q_y,q_z,q_w,information
14,Action_HIZMBLFJ,Grasping,1600341345.9389553,1600341346.1511817,0.21222639083862305,True,,Action_VHBYUOQK,,,,, :RIGHT,,,,14,Action_HIZMBLFJ,0.3276844660441081,-0.6202464421590169,3.814697266402156e-09,0.0,0.0,-0.2249794751405716,0.9743635058403016,Opening: IAI-FRIDGE-DOOR
16,Action_SUIJEPWB,Grasping,1600341538.4181151,1600341540.3454378,1.9273228645324707,True,,Action_KRBFDNWU,,,,,,,,,16,Action_SUIJEPWB,0.5288039525349935,-0.882705561319987,3.814697266402156e-09,0.0,0.0,-0.36825665831565857,0.9297241568565368,Closing: IAI-FRIDGE-DOOR
6,Action_GMKECURH,Grasping,1600349165.5202045,1600349166.343618,0.823413610458374,True,,Action_QLUOPCYN,,,,,,,,,6,Action_GMKECURH,0.379522450764974,-0.5196441650390625,3.814697266402156e-09,0.0,0.0,-0.3134029805660248,0.949620246887207,Opening: IAI-FRIDGE-DOOR
9,Action_XLDIWENH,Grasping,1600349166.6001744,1600349166.7778378,0.17766332626342773,True,,Action_QLUOPCYN,,,,, :RIGHT,,,,9,Action_XLDIWENH,0.379522450764974,-0.5196441650390625,3.814697266402156e-09,0.0,0.0,-0.3134029805660248,0.949620246887207,Opening: IAI-FRIDGE-DOOR
1,Action_UBGZXVWI,Grasping,1600404208.4614167,1600404209.3505886,0.889171838760376,True,,Action_BEIDPLQV,,,,,,,,,1,Action_UBGZXVWI,0.5999998728434245,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.41905808448791504,0.9079594016075134,Opening: IAI-FRIDGE-DOOR
3,Action_PWSTKCFV,Grasping,1600404209.55057,1600404209.7683861,0.2178161144256592,True,,Action_BEIDPLQV,,,,, :RIGHT,,,,3,Action_PWSTKCFV,0.5999998728434245,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.41905808448791504,0.9079594016075134,Opening: IAI-FRIDGE-DOOR
4,Action_RPZWMLTU,Grasping,1600404273.0052128,1600404273.9504817,0.9452688694000244,True,,Action_CZPSDTHB,,,,,,,,,4,Action_RPZWMLTU,0.31999969482421875,-1.0,3.814697266402156e-09,0.0,0.0,-0.15309438109397888,0.9882115721702576,Closing: IAI-FRIDGE-DOOR
0,Action_VYHNRJWU,Grasping,1600345975.5306804,1600345976.6747453,1.1440649032592771,True,,Action_KHORDQXS,,,,,,,,,0,Action_VYHNRJWU,0.4020960489908854,-0.7892923990885417,3.814697266402156e-09,0.0,0.0,-0.2155487984418869,0.9764930605888368,Opening: IAI-FRIDGE-DOOR
3,Action_BRSLZHWX,Grasping,1600345976.9350774,1600345977.2110496,0.2759721279144287,True,,Action_KHORDQXS,,,,, :RIGHT,,,,3,Action_BRSLZHWX,0.4020960489908854,-0.7892923990885417,3.814697266402156e-09,0.0,0.0,-0.2155487984418869,0.9764930605888368,Opening: IAI-FRIDGE-DOOR
14,Action_BZROFQPL,Grasping,1600346136.061661,1600346138.5014417,2.439780712127685,True,,Action_EORGDSWT,,,,,,,,,14,Action_BZROFQPL,0.463106377919515,-0.8818971633911132,3.814697266402156e-09,0.0,0.0,-0.3445946276187897,0.9387515783309937,Closing: IAI-FRIDGE-DOOR
